Year,Month,Platform,Region,Genre,Song Type,Age Group (18-24),Age Group (25-34),Age Group (35-44),Age Group (45-54),Age Group (55+),Male (%),Female (%),Device Type,Monthly Active Users (MAU),Monthly Streams,Revenue (USD),ARPU (USD),Paid Subscribers (%),Free Subscribers (%),Likes,Shares,Comments,Peak Streaming Hours (UTC),Churn Rate (%)
2022,03,Amazon Music,Africa,Rock,Single,2094,3116,1611,1812,2082,47,53,Desktop,248284,114961,116989,6.820362509985674,13,87,2940,1817,1174,00:00,23.60639551948023
2020,11,Amazon Music,India,Hip-Hop,Album,2767,3161,2527,1594,616,48,52,Tablet,155905,380824,87621,7.895100072156727,47,53,1265,4588,3474,21:00,43.832818306225576
2022,06,Apple Music,Asia,Pop,Single,1815,2907,2641,2610,2389,63,37,PS5,175405,400434,183382,19.057818462348774,28,72,4248,4679,4563,12:00,39.34226630729004
2022,11,Amazon Music,Europe,Electronic,EP,1176,3000,2772,1050,1018,42,58,PS5,305616,220229,134817,16.00690171029445,49,51,4544,1888,4643,12:00,36.92922555211315
2023,02,Apple Music,India,Pop,Single,1428,2637,2430,2601,1961,43,57,Mobile,412293,495086,194941,15.062919780427832,23,77,2719,3817,1415,06:00,38.641117500021686
2023,09,Amazon Music,Africa,Jazz,Album,2106,2007,2367,2470,2369,56,44,Mobile,464460,278341,131372,14.349355515049938,68,32,764,2254,2727,12:00,34.398033671106795
2024,11,Spotify,Japan,Classical,Single,2833,3691,3169,1037,2492,39,61,PS5,135612,174328,63768,15.932785720474811,39,61,1514,4690,4716,00:00,19.23392359979713
2023,01,Amazon Music,Africa,Rock,Album,1495,3204,2226,1146,2244,50,50,Desktop,257762,192238,169436,11.308734507566284,25,75,3082,2574,2240,06:00,27.378389354046337
2024,04,Amazon Music,India,Electronic,Single,2228,2295,2830,2134,1441,47,53,Mobile,190148,283020,72806,10.437661762379703,28,72,1675,4125,2003,21:00,28.795768437724917
2020,03,Spotify,Asia,Pop,EP,1816,2140,3427,2846,1364,57,43,Mobile,173932,108653,127386,12.880366395257242,11,89,1008,2267,3584,21:00,23.64477575672582
2022,07,Apple Music,Europe,Rock,EP,1284,2445,3455,2385,586,51,49,Tablet,199891,454510,127225,19.261752104043204,25,75,445,3048,1764,06:00,5.631029016580575
2023,02,Amazon Music,North America,Hip-Hop,Single,1815,2981,2301,1413,959,57,43,PS5,177810,281791,89743,3.6052284566151416,7,93,694,3624,303,00:00,19.716115916329457
2023,12,Spotify,Asia,Hip-Hop,Album,2910,2653,3360,1093,1135,61,39,Desktop,348829,448719,182930,6.769753508150695,60,40,2119,3973,4075,00:00,22.984396138175622
2024,04,Spotify,North America,Jazz,EP,2145,2167,2745,1906,2454,43,57,PS5,380316,352663,113792,7.2250555328692885,45,55,2253,278,2929,00:00,5.236652332553607
2024,10,Amazon Music,South America,Jazz,Single,1802,3513,2857,2817,2195,44,56,Mobile,398719,186426,163777,3.2836231909429694,60,40,962,833,2705,00:00,32.01776267870673
2024,03,Apple Music,North America,Hip-Hop,Single,1314,3974,2655,1706,1657,35,65,Mobile,350451,233227,195596,14.105034129177346,43,57,4615,2636,738,18:00,27.19094233726753
2022,06,Amazon Music,Japan,Rock,EP,2336,3096,1684,2147,822,40,60,Desktop,322492,308998,158028,14.221957062195242,33,67,1660,4853,2326,21:00,28.895647382114838
2020,06,YouTube,South America,Jazz,EP,1169,3467,2626,2431,1537,48,52,Tablet,460699,268712,60175,9.492523862477857,11,89,4653,550,872,12:00,13.009972578437011
2020,01,Spotify,South America,Pop,Album,2736,3749,1638,2045,2212,47,53,Tablet,271111,477180,63304,6.141779093231291,43,57,1777,3486,742,00:00,19.763806076968216
2020,04,Spotify,North America,Jazz,Album,1075,2885,2043,1767,1839,40,60,Tablet,443196,421453,106436,19.52025517799519,69,31,3822,261,1168,18:00,34.414114557173335
2024,03,YouTube,South America,Hip-Hop,Album,2540,3124,2676,1098,2128,62,38,Tablet,178507,495284,138522,19.044539699507393,43,57,329,3204,4103,18:00,5.6383991778984885
2024,12,YouTube,North America,Electronic,Album,1266,3609,3207,2314,2348,53,47,Mobile,411116,475789,67646,11.823794533966764,41,59,700,1965,3552,21:00,11.715770900683786
2020,05,Apple Music,Europe,Rock,EP,2001,2590,2656,2483,2166,48,52,Tablet,298015,133479,82098,3.3733041971850257,11,89,2616,4870,2287,21:00,11.043583255945181
2020,08,YouTube,South America,Pop,EP,1412,2158,2283,2892,2377,35,65,Mobile,159886,398250,113051,13.23742295449586,38,62,4961,3126,4106,12:00,17.08687534404435
2023,01,Apple Music,Africa,Jazz,Album,2306,3502,2513,1110,1580,60,40,PS5,498208,100431,91900,6.587913269904885,8,92,2264,4505,3613,18:00,13.508879822272824
2023,02,YouTube,India,Rock,EP,2783,3446,2637,2804,2414,59,41,Desktop,115514,370825,138827,17.031175928761822,24,76,2562,1183,4468,18:00,47.252247141405036
2024,12,YouTube,Africa,Jazz,Album,2604,2950,1740,1426,659,53,47,Tablet,479499,156569,68924,8.903015195962727,9,91,2525,1704,3194,12:00,19.611377366077427
2022,04,Spotify,Asia,Electronic,EP,1335,3104,3452,2498,1561,50,50,Desktop,276743,180680,63694,2.916344689009014,35,65,3182,4177,1762,12:00,37.0898730363084
2023,03,Amazon Music,Japan,Rock,EP,2713,2025,3263,2522,1123,38,62,Tablet,497285,131712,105313,17.877947521132572,36,64,2586,156,1707,06:00,47.22537848300014
2022,07,Amazon Music,Asia,Classical,EP,1059,3050,3109,1231,609,61,39,PS5,149497,433584,126545,15.383902031910116,32,68,316,1183,2433,12:00,42.66637946324483
2019,06,Amazon Music,North America,Classical,Single,1141,2195,1528,2701,1983,55,45,PS5,155092,110875,177153,10.793953119922111,67,33,3831,1484,2905,12:00,27.737546081801387
2024,10,YouTube,Europe,Electronic,EP,1533,2353,3200,1734,1600,49,51,Mobile,453526,466664,76801,6.216714812596042,28,72,2292,4092,2633,12:00,24.977101530748218
2022,02,Apple Music,South America,Jazz,EP,1897,3992,1882,1244,1444,56,44,Tablet,245971,389179,189950,14.185996005513006,19,81,1445,3807,3015,18:00,48.6319849957779
2022,04,Amazon Music,Europe,Rock,EP,1758,3719,2511,1986,1614,45,55,Tablet,108109,431710,98531,4.100392116485194,62,38,3929,3430,4033,12:00,8.381536989279994
2019,02,Apple Music,Asia,Pop,EP,1723,3851,2055,1595,1733,52,48,Desktop,146142,220864,120121,12.569698435840575,11,89,732,4389,4224,06:00,33.927654990449085
2020,10,Amazon Music,North America,Electronic,Album,2389,3733,2578,1844,2256,60,40,Desktop,183318,286126,135351,9.379046908938584,6,94,2796,960,705,00:00,48.37458820336154
2024,12,Amazon Music,Asia,Pop,EP,1453,2148,2787,1920,1291,42,58,Tablet,406876,120938,102086,10.407759479646169,20,80,3082,1233,656,18:00,14.32610413297291
2022,10,Apple Music,South America,Jazz,EP,2937,3337,2340,2395,2492,48,52,PS5,421822,240637,163715,18.777060905522706,38,62,1661,4784,1128,00:00,12.07574845494862
2024,07,Amazon Music,Africa,Hip-Hop,Single,1284,3783,2432,1404,764,52,48,Desktop,282807,261182,151967,6.545014232062751,56,44,1040,1910,3693,12:00,38.93178360996656
2023,07,Amazon Music,Asia,Rock,EP,1402,3376,2277,2023,1091,63,37,Desktop,223373,207177,146756,18.456398372481402,46,54,4346,1559,3975,12:00,46.117681154403506
2020,08,Spotify,South America,Hip-Hop,Album,1897,3096,1545,1994,517,37,63,Desktop,440693,172909,73862,4.254100033393218,33,67,4294,4690,1129,18:00,47.78509937243649
2019,11,Spotify,Asia,Jazz,EP,2361,3234,2659,1699,967,64,36,Desktop,222706,396185,177278,10.095468132424298,29,71,820,4322,2254,21:00,10.006747957281931
2020,04,Amazon Music,Japan,Rock,EP,1182,3622,3419,2397,730,49,51,PS5,447834,434104,192557,3.8372759695780525,35,65,1028,3928,2966,06:00,47.358011850575245
2020,06,YouTube,Africa,Jazz,EP,1015,2994,2769,1070,2410,56,44,Mobile,387835,443770,154147,16.775029370215464,59,41,3522,3411,3841,12:00,21.521060382542824
2019,05,Amazon Music,Africa,Jazz,Single,1800,3841,2677,2907,1272,53,47,PS5,224148,338511,174357,3.466154737981803,43,57,4333,4135,4066,18:00,24.24133740739495
2024,04,YouTube,Africa,Electronic,Album,1639,3207,1697,1118,2117,51,49,PS5,391486,422431,68547,10.4191201299236,28,72,1267,278,1555,06:00,18.567252881805057
2024,05,YouTube,Japan,Classical,EP,2351,3751,2317,1262,1762,61,39,Desktop,308361,310684,64790,4.7255789004212865,57,43,922,221,3408,00:00,6.471400143130914
2019,05,YouTube,North America,Rock,Single,2183,3136,2840,1686,2115,52,48,Desktop,484838,351777,184777,13.181370528780253,40,60,2516,3591,349,12:00,47.29312929480688
2020,11,Spotify,Japan,Electronic,EP,1407,3522,1590,2262,1617,45,55,Mobile,228244,449340,64684,13.28252500053653,62,38,4895,4126,4619,18:00,6.966382206638318
2022,07,Apple Music,North America,Rock,Album,1887,3359,2611,2344,1365,59,41,PS5,347615,486951,86340,5.349056721553835,53,47,4600,3258,219,18:00,25.183197601441652
2022,06,YouTube,Europe,Jazz,Single,1244,2104,2750,1536,2205,35,65,PS5,168610,104262,121898,19.45939682264528,25,75,1022,1143,4162,21:00,41.00395207476465
2019,09,YouTube,Japan,Rock,EP,2230,3439,3139,2586,547,64,36,Mobile,390078,474189,79082,10.113700125096743,14,86,1731,212,2660,00:00,35.655555460167285
2024,03,Amazon Music,Japan,Rock,Album,1617,3047,3002,1524,1937,56,44,Mobile,222898,242405,175427,15.3144957102974,42,58,1170,4445,4284,18:00,36.93027106483257
2020,08,Amazon Music,Africa,Rock,EP,1768,2036,1677,1698,2231,49,51,Desktop,185581,220283,163237,9.156994765981013,56,44,3012,2144,3666,21:00,14.83099211858645
2022,11,YouTube,Japan,Hip-Hop,Single,1935,3033,2236,1978,1806,51,49,Desktop,293526,191945,111930,3.0522768051198685,35,65,482,3410,2777,21:00,30.18280353135702
2019,12,Spotify,South America,Rock,Single,1393,2270,2190,2778,2217,58,42,Tablet,419244,101650,173465,5.994763708697386,39,61,1615,1033,3410,18:00,43.88638479556985
2024,08,Apple Music,Asia,Hip-Hop,EP,1022,3265,2776,2477,1794,42,58,Desktop,136387,361020,158384,15.456500894768771,60,40,2259,1909,3258,12:00,7.870234516251365
2019,07,Amazon Music,North America,Classical,Single,2498,2849,2530,1277,764,46,54,PS5,497358,289284,106513,4.914044491415398,65,35,2338,4470,4279,12:00,26.075560391657124
2022,08,Apple Music,Africa,Electronic,Album,1847,2836,3373,1644,1972,47,53,PS5,414269,456019,149838,16.526582629633424,44,56,1713,407,3608,18:00,17.835832305839322
2023,05,YouTube,Europe,Pop,Single,1976,3783,1725,1015,1434,35,65,Mobile,257342,191898,172607,6.944154329768813,32,68,468,2598,3076,18:00,44.651571628944104
2022,03,Apple Music,Europe,Pop,Album,1770,2090,2947,1931,1434,50,50,Mobile,118879,311048,122687,8.423688558127822,52,48,1081,485,1634,12:00,45.3109621955945
2019,04,Spotify,South America,Classical,Single,1634,2381,1859,1973,834,41,59,Desktop,377836,353359,82754,11.061631757437278,30,70,1071,1257,4496,21:00,23.403577234556927
2020,04,Apple Music,India,Classical,Single,1733,2638,3472,2852,1298,61,39,Tablet,208165,486550,193697,13.746344110482994,49,51,2851,4438,608,12:00,8.401462271784869
2022,04,YouTube,South America,Jazz,Album,1211,2911,3277,2649,1666,61,39,Desktop,215055,267989,130512,10.167734663285634,65,35,3042,3900,4266,06:00,29.150886824295455
2019,06,Apple Music,Asia,Electronic,Album,1935,3527,2721,2968,976,55,45,Tablet,358875,229505,122739,3.609976105270748,8,92,199,4485,4990,21:00,34.639698965427655
2023,04,Apple Music,North America,Electronic,Single,2933,2453,1956,1265,2246,54,46,Mobile,492915,496327,189368,1.931327684478647,30,70,2510,4927,472,18:00,43.42658955771512
2022,04,Amazon Music,North America,Pop,Single,2904,2640,2451,1945,1287,63,37,Desktop,404504,157440,73546,9.372524446927555,13,87,911,2146,1733,00:00,10.293284675364275
2020,07,YouTube,India,Electronic,EP,1016,3499,3393,1165,2428,61,39,PS5,290987,181634,132719,2.5473241811938356,65,35,4038,2195,3355,00:00,20.24614677167152
2024,03,Apple Music,Japan,Classical,Single,2692,3345,1730,1685,1641,48,52,Tablet,162585,437865,116333,4.380076781337831,35,65,1146,2826,4061,18:00,6.250719237156558
2023,09,Apple Music,North America,Classical,Single,1880,3208,3140,1154,1793,58,42,Tablet,396310,376649,147813,1.6673987188827137,28,72,4805,4254,1204,06:00,20.75136006102096
2024,06,Amazon Music,India,Hip-Hop,Album,2244,3574,2765,1927,1373,39,61,PS5,313963,270551,170552,18.885447518995385,31,69,3343,1478,1178,12:00,33.04972860359044
2023,03,Apple Music,India,Pop,Album,1247,3872,1815,1215,2244,41,59,Mobile,249152,481083,142151,2.103609699880865,49,51,840,3144,2618,00:00,35.78595149117602
2024,09,YouTube,Asia,Electronic,EP,2483,2431,1670,1965,1454,57,43,Desktop,448670,473678,108918,18.057121070879603,48,52,1512,1127,1225,18:00,24.939368682106434
2022,10,Amazon Music,Africa,Rock,Single,1810,2284,2722,2120,2139,62,38,PS5,397572,437298,138311,18.779700273310507,68,32,4569,3567,714,21:00,10.333515702636848
2022,11,YouTube,North America,Rock,Album,2554,3851,2646,1038,1815,63,37,PS5,238914,321334,112493,8.442418578923586,17,83,1664,1346,4197,21:00,46.4640156664761
2023,09,Amazon Music,Japan,Pop,EP,1723,3163,2941,2794,838,44,56,Mobile,229883,358195,164197,4.245253808321282,35,65,2202,2766,3416,21:00,18.20174164206518
2020,01,Spotify,Europe,Pop,Single,2912,3307,1557,2021,1253,59,41,Tablet,325711,457884,73839,3.6589131825477974,64,36,583,336,2229,18:00,17.544830605992622
2024,08,Amazon Music,South America,Electronic,Album,1283,2036,2462,2050,1490,42,58,Desktop,129537,205093,193794,7.461472115556848,36,64,681,3911,1606,06:00,49.33922423847186
2024,05,Apple Music,South America,Hip-Hop,Album,1273,2086,2324,2544,2197,55,45,Mobile,435735,324807,83582,4.658314212273206,63,37,318,2537,3956,21:00,41.938691622192806
2019,03,Spotify,India,Pop,Single,2204,3922,2136,1715,668,64,36,Mobile,339451,389282,187158,4.1304494897434925,37,63,1731,2914,1507,00:00,6.638917825094881
2019,12,Amazon Music,Asia,Classical,EP,1911,3962,1534,2058,1936,63,37,Tablet,371729,261093,189537,14.500748909092177,29,71,966,4594,402,12:00,46.33340021954383
2024,04,Amazon Music,Africa,Rock,Single,1599,3441,2457,2867,1894,54,46,Tablet,439967,122371,137696,10.487090390072973,42,58,850,3923,2859,06:00,5.414379442776039
2024,06,Apple Music,India,Jazz,Single,1099,3188,2641,2230,1634,36,64,PS5,372045,244853,145867,19.58806503278709,69,31,4439,4115,2508,18:00,40.117081895364926
2020,03,Apple Music,Japan,Pop,Album,2944,2564,1805,1853,2386,42,58,Tablet,147041,287620,70892,1.183449774982591,26,74,1032,1975,3857,06:00,49.97687402764415
2022,09,YouTube,India,Hip-Hop,Album,2458,2250,2114,1060,1268,53,47,Tablet,292783,119846,60382,15.246474254478388,19,81,1513,1987,1148,18:00,16.847015184192074
2022,06,Amazon Music,South America,Jazz,EP,1776,2527,2624,1242,1181,52,48,Mobile,309590,317396,119737,8.295591001602162,61,39,3948,1393,2785,18:00,43.35717192329239
2023,10,YouTube,Europe,Classical,EP,2000,2686,3250,1326,2346,45,55,Mobile,365951,446171,174170,1.0482315990260647,44,56,1981,4286,1407,18:00,44.47009185886952
2019,03,Apple Music,Japan,Electronic,Album,1777,3871,3396,1516,1857,62,38,PS5,237152,455050,112645,15.155421337172427,32,68,113,4820,4709,06:00,38.84142319292286
2023,04,YouTube,Europe,Rock,Album,1662,2082,2303,1109,1286,56,44,Mobile,155231,381365,59614,15.638805632888204,45,55,3920,4283,4442,00:00,40.88412978007916
2019,11,Spotify,Japan,Classical,EP,1468,3372,1523,2774,2211,62,38,Mobile,287661,108391,199206,5.224187547466845,59,41,258,3253,2292,00:00,40.03881525073938
2019,12,Amazon Music,Africa,Jazz,EP,1283,2350,2523,1830,1043,39,61,PS5,465978,299436,71439,12.370804070218679,16,84,1146,4798,4222,12:00,23.107574037933176
2022,03,Apple Music,Europe,Rock,EP,1884,2798,2822,1951,1069,58,42,PS5,201358,499266,77860,15.555821085443764,39,61,2451,2403,4658,06:00,36.77488619161372
2020,04,Amazon Music,Japan,Rock,Single,1411,3043,3165,2747,1064,62,38,Desktop,160727,319519,119941,2.604420733287003,65,35,2743,2558,1936,21:00,44.8552541374436
2022,07,Amazon Music,Asia,Pop,Single,2329,2203,2490,2806,2223,64,36,Tablet,171492,190810,198751,18.575835852879056,13,87,2680,2615,4989,00:00,47.757533821714475
2024,08,Spotify,North America,Jazz,Album,1281,2071,1811,1512,1666,45,55,Mobile,290897,191533,99117,18.486843771495074,31,69,1375,1547,1454,12:00,33.9789331531652
2019,12,Spotify,South America,Pop,Single,2598,2753,2439,2280,1629,59,41,Desktop,156146,157827,73334,6.989939447891539,34,66,3875,996,1278,21:00,16.47234617864637
2023,01,Spotify,North America,Electronic,Single,2235,3160,3369,1009,1689,43,57,PS5,471534,364967,180027,5.896040572854512,30,70,418,2466,3450,00:00,40.07513566437128
2024,03,Spotify,Europe,Hip-Hop,EP,2208,3619,3431,2155,2111,60,40,Mobile,109782,303739,139816,12.065546885120364,65,35,2600,3779,2313,12:00,26.05948725722064
2024,11,YouTube,Africa,Electronic,EP,2759,2745,2943,1214,2406,48,52,Tablet,404618,247732,108305,9.418886392317571,63,37,320,4937,694,12:00,21.564811394962074
2020,08,YouTube,Asia,Pop,EP,2072,3056,2677,1513,2069,47,53,PS5,402114,370908,96851,9.215766558633442,6,94,3823,812,1026,06:00,41.63803403422873
2024,03,Spotify,Europe,Hip-Hop,EP,2998,3167,1845,1697,2414,45,55,Desktop,266728,208797,125706,15.70556835104053,58,42,4546,4569,2708,12:00,30.821131531613304
2024,07,Amazon Music,Africa,Pop,EP,2408,2729,3410,2590,2018,42,58,PS5,122236,203658,63789,1.3155050220058568,43,57,2269,4349,3772,18:00,24.122217187575203
2024,04,Apple Music,South America,Electronic,Single,1226,3656,3176,1239,1497,42,58,Mobile,258079,416391,58287,15.475219572693009,50,50,4421,2534,3572,21:00,14.966671039022925
2024,01,Apple Music,South America,Rock,Album,1531,2732,1510,1996,1205,52,48,Tablet,204671,263687,85132,19.022318216509323,53,47,3582,4818,1175,21:00,24.77637489309492
2022,10,YouTube,Africa,Electronic,Single,2162,2138,1599,1040,1975,36,64,PS5,135390,265226,108689,18.871498492289305,18,82,4310,4785,3460,06:00,23.18402937894373
2019,03,Amazon Music,North America,Electronic,EP,2261,3386,3286,1102,1938,38,62,Tablet,241932,273380,78667,3.438001681096977,42,58,1146,1074,215,00:00,11.716244596642813
2022,02,Apple Music,Asia,Classical,EP,1869,3761,1794,2701,1136,41,59,Desktop,428042,245457,143908,1.372497112795597,65,35,3848,661,1639,18:00,46.208041119522065
2020,02,Spotify,Japan,Classical,EP,2097,2373,2914,2816,2110,46,54,PS5,221743,456655,112318,3.3387316419715525,54,46,1197,1730,2018,18:00,28.50055005656385
2024,07,Amazon Music,Europe,Jazz,EP,2549,2731,2065,1161,1676,53,47,Desktop,362273,370471,65765,9.550367469482365,11,89,166,4269,4956,18:00,39.01168518939649
2019,08,YouTube,Asia,Classical,EP,1430,3683,1884,1152,1330,43,57,Desktop,350297,405916,171270,16.75109146001723,59,41,4546,3533,4255,21:00,38.63536775959464
2022,02,YouTube,Europe,Hip-Hop,Album,2339,3696,2432,1015,2197,39,61,PS5,467788,259643,57915,13.111279363406057,27,73,935,3184,1459,00:00,11.988962801977575
2019,12,Apple Music,Africa,Hip-Hop,Single,2100,3791,2731,1613,1660,53,47,Mobile,374989,264438,141157,16.642448984974376,11,89,1222,3295,185,06:00,44.30317186601703
2024,01,YouTube,Japan,Classical,Single,2217,3066,2349,2010,2158,36,64,PS5,164380,210515,129660,10.452194114062813,15,85,3256,2168,1634,21:00,42.15526651234344
2020,07,YouTube,Asia,Hip-Hop,EP,2689,2122,3225,2634,1591,35,65,PS5,224629,400904,164502,11.541561634762802,58,42,2102,4531,3829,12:00,32.222092489381204
2024,03,Spotify,South America,Jazz,Single,2049,3452,3383,1783,1457,56,44,Desktop,490110,193357,59872,2.8536532403487143,24,76,3124,466,3595,12:00,21.912598931187574
2023,01,YouTube,Japan,Jazz,EP,1054,2609,2304,1429,1404,51,49,Mobile,166517,281230,171900,9.027562379848298,61,39,337,549,3773,21:00,30.9954422747774
2019,06,Amazon Music,Japan,Jazz,Album,2699,2702,3241,1595,1104,57,43,Tablet,413642,375953,103339,15.820284308009201,65,35,2630,383,1705,18:00,45.70693385116226
2022,10,Apple Music,Europe,Electronic,Single,2958,3489,3192,1002,542,45,55,Tablet,166202,361253,108639,19.51153737664046,41,59,3139,712,2817,06:00,21.131422866506544
2020,11,Apple Music,South America,Pop,EP,2190,3214,2890,2420,1829,62,38,Mobile,102616,164263,106011,19.665650701705715,44,56,4247,489,4833,18:00,34.18750452180646
2019,11,Amazon Music,India,Hip-Hop,Album,1404,3005,1781,2330,1947,57,43,PS5,463941,348603,144490,9.113960812637684,38,62,469,1290,636,21:00,49.10935576772251
2019,08,Apple Music,South America,Classical,Album,2230,3483,3074,2426,826,47,53,PS5,213292,438521,185150,6.054480552283113,31,69,610,1908,4285,21:00,43.612374536299065
2024,08,YouTube,Asia,Electronic,EP,2339,2959,3082,1627,2407,42,58,Tablet,312010,439081,81231,19.69256288692928,56,44,1296,2260,2500,06:00,30.20986119723234
2024,05,Apple Music,India,Hip-Hop,Album,2043,3600,2634,1600,1441,37,63,Desktop,477432,215501,92946,2.6136855680224,58,42,2275,1170,165,21:00,26.094400347934187
2023,12,Apple Music,North America,Pop,Album,1443,3889,2781,1099,1931,63,37,Tablet,187840,398333,105025,4.496900981099032,10,90,3352,2402,4463,21:00,21.393818558475772
2020,07,Amazon Music,Africa,Classical,EP,2987,3123,2300,1147,2191,57,43,Mobile,321407,441120,66669,7.824433540041783,15,85,629,3862,2867,18:00,12.484829294496961
2024,06,Apple Music,Africa,Hip-Hop,Album,1574,3058,3286,2746,2345,35,65,PS5,220599,402372,130218,9.217077442713528,44,56,1359,2902,4530,12:00,15.20698522555336
2020,11,Amazon Music,South America,Pop,Single,1721,3877,2880,1616,2144,54,46,Desktop,333657,359776,53193,15.42569101939892,15,85,4896,1871,1850,06:00,18.00661907425889
2023,08,Spotify,Europe,Rock,Single,1617,2607,1594,1300,2096,39,61,Tablet,423739,365767,156926,13.794370013251681,35,65,710,3613,3402,18:00,23.255882056963692
2023,10,Amazon Music,Africa,Classical,Single,2068,2830,2130,2179,1002,41,59,PS5,118690,107738,157966,7.1186714729265175,17,83,2186,1388,3772,21:00,20.420733631912846
2019,02,YouTube,Asia,Hip-Hop,Album,2011,2721,3469,1393,1897,47,53,Mobile,127343,285491,103940,13.385818981325803,17,83,3642,2803,3682,12:00,11.234460483695562
2022,08,Amazon Music,India,Hip-Hop,Single,2637,2910,2097,1287,1063,51,49,Desktop,440859,477280,102446,8.55635219323474,46,54,2435,3556,264,18:00,27.012701686076085
2019,11,Amazon Music,Asia,Classical,EP,1966,3106,2351,2603,2328,40,60,Desktop,239076,180646,175650,8.189177426424457,32,68,2669,3690,1472,18:00,21.65496456369895
2024,04,Apple Music,North America,Pop,EP,1389,2061,2483,2676,2067,63,37,PS5,432417,217877,53629,4.853780035522867,17,83,2031,532,495,21:00,45.11410418586472
2020,01,Spotify,India,Hip-Hop,EP,2493,2836,3009,2821,1524,41,59,Desktop,204663,391892,165607,11.563792008337272,18,82,3983,4081,434,18:00,5.302576425727056
2023,05,YouTube,Asia,Classical,Album,2311,3170,2207,2306,866,55,45,Desktop,257551,333171,197577,11.108918058354375,53,47,4269,1066,3947,12:00,32.106409861288654
2019,08,Amazon Music,Asia,Jazz,Album,1290,2911,2953,1973,1365,63,37,Tablet,112632,203999,174348,19.286598911646333,8,92,4765,3553,4088,12:00,36.312175338545416
2023,04,Apple Music,North America,Jazz,Single,2926,2980,3299,1447,2042,61,39,PS5,464613,412661,187476,19.071822575691808,52,48,1336,2367,3290,18:00,9.194313741125477
2024,06,Apple Music,Africa,Rock,EP,2341,3979,1688,1475,1398,47,53,Desktop,365749,328647,83430,2.575262002397181,63,37,2955,3087,696,06:00,41.38457985958755
2023,07,Apple Music,Japan,Pop,Single,2610,2226,2856,1581,2447,42,58,Mobile,155360,349275,158370,15.921410107771145,45,55,4144,3674,2169,00:00,49.80300033962932
2019,02,Apple Music,Europe,Electronic,EP,2362,2097,2682,1384,2471,60,40,PS5,166752,233756,72167,13.938001705992102,35,65,1262,2403,4851,21:00,12.29906434999408
2024,12,Spotify,India,Hip-Hop,EP,2267,2599,2147,1493,722,57,43,Desktop,176412,235986,156741,16.33376952604415,44,56,4457,1639,1036,21:00,25.761962682641215
2020,12,Amazon Music,South America,Hip-Hop,Single,2924,2634,2944,1307,1713,47,53,Tablet,497942,488006,180600,10.244522070060173,41,59,1021,995,727,21:00,7.917577709871931
2019,04,Spotify,Japan,Electronic,EP,1138,3066,3155,2817,1971,53,47,Desktop,398124,220909,192961,11.602441880059766,7,93,3517,120,3679,21:00,21.511170897165712
2020,11,Apple Music,Africa,Jazz,Single,1616,3599,2331,2073,2467,52,48,Tablet,162678,158107,52348,12.939710984621168,63,37,4735,157,3884,21:00,10.510260268545377
2020,04,Spotify,Japan,Pop,Single,1400,3269,2550,1898,1188,51,49,Mobile,172287,192388,127729,13.173720373585885,54,46,1175,1980,2071,18:00,24.710947756418708
2024,04,Apple Music,Asia,Rock,Single,2879,2726,1777,1854,716,42,58,Tablet,463862,234126,125971,3.8421075239772646,41,59,4617,1249,2418,18:00,44.27824661238802
2022,02,Spotify,North America,Jazz,Single,2172,3731,3394,1461,2311,45,55,Desktop,393841,121609,160422,17.46530146059735,56,44,1997,479,812,18:00,37.62481088632154
2022,10,Spotify,Asia,Electronic,EP,2004,3336,1528,2683,882,53,47,PS5,126872,477989,129808,2.3590973157105917,13,87,4792,4980,4181,12:00,28.29505856544302
2022,02,YouTube,North America,Electronic,Album,2222,3035,2461,2085,2300,63,37,Mobile,239838,453367,152889,2.1683350470294394,66,34,2508,1450,4592,21:00,25.09012663265652
2024,01,Apple Music,Asia,Jazz,Album,2595,3596,3172,1623,1459,63,37,Mobile,274392,265196,57718,12.036605557008148,48,52,1526,2177,4039,18:00,30.86112395947915
2024,10,Amazon Music,Africa,Hip-Hop,Album,1061,3618,3043,1877,1435,59,41,Tablet,351397,354837,92651,2.690523111186052,24,76,2528,144,3768,21:00,46.839369648959014
2023,04,Apple Music,Europe,Jazz,Single,1098,3265,2326,2916,985,38,62,PS5,177307,201960,132419,5.415673502495261,56,44,4337,4552,170,18:00,30.649182269544124
2019,07,Amazon Music,Asia,Electronic,Single,2113,2604,2111,2664,688,41,59,Mobile,490282,295638,93918,14.044523532421342,69,31,1765,418,1235,00:00,38.872736643587494
2022,09,Amazon Music,South America,Pop,Album,2744,3375,2909,2830,1980,58,42,Desktop,235706,137529,109818,15.0270832645441,26,74,4830,3542,4260,18:00,24.847680385134364
2024,03,Amazon Music,Europe,Pop,EP,1651,2327,2557,2447,1399,57,43,Mobile,418992,234741,111838,11.716303183645216,53,47,876,3660,1434,18:00,14.63504058225939
2020,04,Amazon Music,North America,Jazz,Album,1715,2375,3051,2917,882,50,50,PS5,406823,237071,120026,2.722247018958081,32,68,1275,1075,3672,00:00,26.95536206618464
2023,02,Amazon Music,Japan,Pop,Single,1114,3244,3088,1250,1195,64,36,Mobile,162157,350906,50439,10.477371748849308,63,37,4653,4225,315,21:00,20.4525420080315
